Blue,CloudMask,CloudMaskConfidence,FieldValue,Green,ImageDate,ImageName,Lake,MaxDepth,Method,NIR,Organization,Red,SWIR1,SWIR2,SampleDepth,SamplingDate,Sensor,StationID
786,1,1,8.4,1209,7/26/1995,LT50380321995207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,335,UTAHDWQ,787,85,97,-9999,7/26/1995,LANDSAT/LT5_SR,4917520
559,1,1,8.9,917,7/26/1995,LT50380321995207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,235,UTAHDWQ,584,90,24,-9999,7/26/1995,LANDSAT/LT5_SR,4917390
993,1,1,9.3,1492,9/28/1995,LT50380321995271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,424,UTAHDWQ,1035,39,72,-9999,9/27/1995,LANDSAT/LT5_SR,4917310
1075,1,1,9.4,1536,9/28/1995,LT50380321995271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,357,UTAHDWQ,1125,51,-15,-9999,9/27/1995,LANDSAT/LT5_SR,4917390
1084,1,1,9.7,1525,7/15/1997,LT50380321997196,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,253,UTAHDWQ,928,38,58,-9999,7/15/1997,LANDSAT/LT5_SR,4917500
601,1,1,11.3,905,7/15/1997,LT50380321997196,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,217,UTAHDWQ,478,14,23,-9999,7/15/1997,LANDSAT/LT5_SR,4917310
890,1,1,11.3,1318,7/15/1997,LT50380321997196,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,352,UTAHDWQ,1010,59,23,-9999,7/15/1997,LANDSAT/LT5_SR,4917770
890,1,1,12.5,1318,7/15/1997,LT50380321997196,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,352,UTAHDWQ,1010,59,23,-9999,7/15/1997,LANDSAT/LT5_SR,4917770
1269,1,1,13.4,1694,7/15/1997,LT50380321997196,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,390,UTAHDWQ,1235,61,93,-9999,7/15/1997,LANDSAT/LT5_SR,4917370
1071,1,1,13.7,1509,9/1/1997,LT50380321997244,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,421,UTAHDWQ,1267,4,-18,-9999,9/11/1997,LANDSAT/LT5_SR,4917770
642,1,1,13.7,1077,9/17/1997,LT50380321997260,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,456,UTAHDWQ,780,38,24,-9999,9/11/1997,LANDSAT/LT5_SR,4917770
532,1,1,15.7,988,9/1/1997,LT50380321997244,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,506,UTAHDWQ,685,33,21,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
1010,1,1,15.7,1499,9/17/1997,LT50380321997260,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,459,UTAHDWQ,1124,40,65,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
532,1,1,16.3,988,9/1/1997,LT50380321997244,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,506,UTAHDWQ,685,33,21,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
1010,1,1,16.3,1499,9/17/1997,LT50380321997260,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,459,UTAHDWQ,1124,40,65,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
532,1,1,16.8,988,9/1/1997,LT50380321997244,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,506,UTAHDWQ,685,33,21,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
1010,1,1,16.8,1499,9/17/1997,LT50380321997260,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,459,UTAHDWQ,1124,40,65,-9999,9/11/1997,LANDSAT/LT5_SR,4917310
730,1,1,18.4,1228,9/1/1997,LT50380321997244,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,543,UTAHDWQ,878,32,59,-9999,9/11/1997,LANDSAT/LT5_SR,4917390
876,1,1,18.4,1416,9/17/1997,LT50380321997260,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,580,UTAHDWQ,1054,38,64,-9999,9/11/1997,LANDSAT/LT5_SR,4917390
1351,1,1,19.4,1830,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,527,UTAHDWQ,1452,139,120,-9999,7/6/1999,LANDSAT/LT5_SR,4917520
1291,1,1,19.4,1687,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,330,UTAHDWQ,1178,33,77,-9999,7/6/1999,LANDSAT/LE7_SR,4917520
1351,1,1,26,1830,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,527,UTAHDWQ,1452,139,120,-9999,7/6/1999,LANDSAT/LT5_SR,4917520
1291,1,1,26,1687,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,330,UTAHDWQ,1178,33,77,-9999,7/6/1999,LANDSAT/LE7_SR,4917520
1608,1,1,27.2,2015,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,785,UTAHDWQ,1775,128,124,-9999,7/6/1999,LANDSAT/LT5_SR,4917500
1617,4,1,27.2,1989,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,849,UTAHDWQ,1421,436,307,-9999,7/6/1999,LANDSAT/LE7_SR,4917500
1255,1,1,29.4,1752,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,576,UTAHDWQ,1339,79,21,-9999,7/6/1999,LANDSAT/LT5_SR,4917390
1042,1,1,29.4,1390,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,343,UTAHDWQ,857,117,121,-9999,7/6/1999,LANDSAT/LE7_SR,4917390
1608,1,1,32.2,2015,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,785,UTAHDWQ,1775,128,124,-9999,7/6/1999,LANDSAT/LT5_SR,4917500
1617,4,1,32.2,1989,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,849,UTAHDWQ,1421,436,307,-9999,7/6/1999,LANDSAT/LE7_SR,4917500
1370,1,1,32.8,1858,7/5/1999,LT50380321999186,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,535,UTAHDWQ,1451,52,53,-9999,7/6/1999,LANDSAT/LT5_SR,4917370
1262,1,1,32.8,1664,7/13/1999,LE70380321999194,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,370,UTAHDWQ,1267,61,34,-9999,7/6/1999,LANDSAT/LE7_SR,4917370
819,1,1,33.2,1210,8/22/1999,LT50380321999234,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,273,UTAHDWQ,729,64,61,-9999,8/19/1999,LANDSAT/LT5_SR,4917500
1073,1,1,33.2,1513,8/14/1999,LE70380321999226,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,531,UTAHDWQ,1112,173,137,-9999,8/19/1999,LANDSAT/LE7_SR,4917500
960,1,1,41.9,1395,8/22/1999,LT50380321999234,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,303,UTAHDWQ,936,36,22,-9999,8/19/1999,LANDSAT/LT5_SR,4917370
1235,1,1,41.9,1690,8/14/1999,LE70380321999226,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,644,UTAHDWQ,1404,212,181,-9999,8/19/1999,LANDSAT/LE7_SR,4917370
960,1,1,43.3,1395,8/22/1999,LT50380321999234,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,303,UTAHDWQ,936,36,22,-9999,8/19/1999,LANDSAT/LT5_SR,4917370
1235,1,1,43.3,1690,8/14/1999,LE70380321999226,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,644,UTAHDWQ,1404,212,181,-9999,8/19/1999,LANDSAT/LE7_SR,4917370
765,1,1,62.2,1201,8/22/1999,LT50380321999234,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,400,UTAHDWQ,831,79,95,-9999,8/19/1999,LANDSAT/LT5_SR,4917520
1417,0,1,62.2,1931,8/14/1999,LE70380321999226,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1160,UTAHDWQ,1739,256,228,-9999,8/19/1999,LANDSAT/LE7_SR,4917520
385,0,1,150.9,809,8/22/1999,LT50380321999234,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,631,UTAHDWQ,450,77,18,-9999,8/19/1999,LANDSAT/LT5_SR,4917310
1093,1,1,150.9,1571,8/14/1999,LE70380321999226,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,700,UTAHDWQ,1229,214,158,-9999,8/19/1999,LANDSAT/LE7_SR,4917310
1230,1,1,3.8,1702,7/10/2001,LT50380322001191,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,350,UTAHDWQ,1157,57,57,-9999,7/19/2001,LANDSAT/LT5_SR,4917500
20000,4,3,3.8,7213,7/26/2001,LT50380322001207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,7547,UTAHDWQ,20000,2788,2479,-9999,7/19/2001,LANDSAT/LT5_SR,4917500
1277,1,1,3.8,1720,7/18/2001,LE70380322001199,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,654,UTAHDWQ,1291,233,178,-9999,7/19/2001,LANDSAT/LE7_SR,4917500
1054,1,1,3.8,1531,7/10/2001,LT50380322001191,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,522,UTAHDWQ,1071,55,20,-9999,7/19/2001,LANDSAT/LT5_SR,4917310
2775,4,3,3.8,2955,7/26/2001,LT50380322001207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,3166,UTAHDWQ,2879,1621,1336,-9999,7/19/2001,LANDSAT/LT5_SR,4917310
1055,1,1,3.8,1517,7/18/2001,LE70380322001199,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,582,UTAHDWQ,1111,189,201,-9999,7/19/2001,LANDSAT/LE7_SR,4917310
1049,1,1,0.9,1531,7/10/2001,LT50380322001191,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,518,UTAHDWQ,1069,170,125,-9999,7/19/2001,LANDSAT/LT5_SR,4917370
20000,4,3,0.9,5831,7/26/2001,LT50380322001207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,6092,UTAHDWQ,5747,2860,2443,-9999,7/19/2001,LANDSAT/LT5_SR,4917370
1238,1,1,0.9,1644,7/18/2001,LE70380322001199,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,508,UTAHDWQ,1257,125,88,-9999,7/19/2001,LANDSAT/LE7_SR,4917370
1059,1,1,3.3,1566,7/10/2001,LT50380322001191,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,367,UTAHDWQ,1066,26,17,-9999,7/19/2001,LANDSAT/LT5_SR,4917390
20000,4,3,3.3,6842,7/26/2001,LT50380322001207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,7227,UTAHDWQ,6806,2691,2335,-9999,7/19/2001,LANDSAT/LT5_SR,4917390
1005,1,1,3.3,1498,7/18/2001,LE70380322001199,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,362,UTAHDWQ,1046,38,21,-9999,7/19/2001,LANDSAT/LE7_SR,4917390
1203,1,1,5.7,1634,7/10/2001,LT50380322001191,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,553,UTAHDWQ,1210,170,125,-9999,7/19/2001,LANDSAT/LT5_SR,4917520
3544,4,3,5.7,3690,7/26/2001,LT50380322001207,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,4020,UTAHDWQ,3621,2240,1944,-9999,7/19/2001,LANDSAT/LT5_SR,4917520
1637,0,1,5.7,2098,7/18/2001,LE70380322001199,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1131,UTAHDWQ,1939,255,268,-9999,7/19/2001,LANDSAT/LE7_SR,4917520
20000,4,3,0.2,4935,9/12/2001,LT50380322001255,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,5118,UTAHDWQ,4756,5215,4765,-9999,9/21/2001,LANDSAT/LT5_SR,4917500
1160,1,1,0.2,1628,9/28/2001,LT50380322001271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,411,UTAHDWQ,1188,20,72,-9999,9/21/2001,LANDSAT/LT5_SR,4917500
1282,1,1,0.2,1656,9/20/2001,LE70380322001263,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,312,UTAHDWQ,1188,47,52,-9999,9/21/2001,LANDSAT/LE7_SR,4917500
1954,4,3,0.2,2309,9/12/2001,LT50380322001255,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,2315,UTAHDWQ,2018,2062,1874,-9999,9/21/2001,LANDSAT/LT5_SR,4917310
1230,1,1,0.2,1728,9/28/2001,LT50380322001271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,609,UTAHDWQ,1438,67,23,-9999,9/21/2001,LANDSAT/LT5_SR,4917310
999,1,1,0.2,1435,9/20/2001,LE70380322001263,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,385,UTAHDWQ,1004,15,21,-9999,9/21/2001,LANDSAT/LE7_SR,4917310
1093,4,3,0.2,1313,9/12/2001,LT50380322001255,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,982,UTAHDWQ,1113,689,594,-9999,9/21/2001,LANDSAT/LT5_SR,4917370
1254,1,1,0.2,1817,9/28/2001,LT50380322001271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,522,UTAHDWQ,1329,39,67,-9999,9/21/2001,LANDSAT/LT5_SR,4917370
1229,1,1,0.2,1638,9/20/2001,LE70380322001263,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,342,UTAHDWQ,1245,41,75,-9999,9/21/2001,LANDSAT/LE7_SR,4917370
652,4,1,0.2,818,9/12/2001,LT50380322001255,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,526,UTAHDWQ,610,280,267,-9999,9/21/2001,LANDSAT/LT5_SR,4917390
962,1,1,0.2,1459,9/28/2001,LT50380322001271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,390,UTAHDWQ,1003,10,-18,-9999,9/21/2001,LANDSAT/LT5_SR,4917390
1024,1,1,0.2,1434,9/20/2001,LE70380322001263,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,257,UTAHDWQ,1025,43,50,-9999,9/21/2001,LANDSAT/LE7_SR,4917390
2973,4,3,0.2,3209,9/12/2001,LT50380322001255,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,3431,UTAHDWQ,3017,2885,2410,-9999,9/21/2001,LANDSAT/LT5_SR,4917520
1164,1,1,0.2,1682,9/28/2001,LT50380322001271,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,432,UTAHDWQ,1256,68,-18,-9999,9/21/2001,LANDSAT/LT5_SR,4917520
1206,1,1,0.2,1662,9/20/2001,LE70380322001263,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,382,UTAHDWQ,1225,13,20,-9999,9/21/2001,LANDSAT/LE7_SR,4917520
1489,1,1,44.3,1966,6/11/2002,LT50380322002162,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,473,UTAHDWQ,1543,59,55,-9999,6/14/2002,LANDSAT/LT5_SR,4917500
1918,0,1,44.3,2330,6/19/2002,LE70380322002170,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1435,UTAHDWQ,2381,306,288,-9999,6/14/2002,LANDSAT/LE7_SR,4917500
1372,1,1,10.3,1835,6/11/2002,LT50380322002162,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,470,UTAHDWQ,1489,58,22,-9999,6/14/2002,LANDSAT/LT5_SR,4917310
1902,0,1,10.3,2321,6/19/2002,LE70380322002170,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1474,UTAHDWQ,2349,464,423,-9999,6/14/2002,LANDSAT/LE7_SR,4917310
1454,1,1,1.6,1901,6/11/2002,LT50380322002162,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,369,UTAHDWQ,1435,57,55,-9999,6/14/2002,LANDSAT/LT5_SR,4917370
1978,0,1,1.6,2376,6/19/2002,LE70380322002170,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1768,UTAHDWQ,2495,497,389,-9999,6/14/2002,LANDSAT/LE7_SR,4917370
1172,1,1,0.8,1670,6/11/2002,LT50380322002162,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,500,UTAHDWQ,1326,11,54,-9999,6/14/2002,LANDSAT/LT5_SR,4917390
1904,0,1,0.8,2324,6/19/2002,LE70380322002170,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1584,UTAHDWQ,2426,496,356,-9999,6/14/2002,LANDSAT/LE7_SR,4917390
1291,1,1,3.2,1767,6/11/2002,LT50380322002162,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,472,UTAHDWQ,1408,125,89,-9999,6/14/2002,LANDSAT/LT5_SR,4917520
1791,0,1,3.2,2244,6/19/2002,LE70380322002170,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1434,UTAHDWQ,2256,404,322,-9999,6/14/2002,LANDSAT/LE7_SR,4917520
853,1,1,31.9,1279,7/29/2002,LT50380322002210,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,400,UTAHDWQ,833,40,24,-9999,8/1/2002,LANDSAT/LT5_SR,4917500
1749,4,3,31.9,1801,8/6/2002,LE70380322002218,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1612,UTAHDWQ,1649,1502,1235,-9999,8/1/2002,LANDSAT/LE7_SR,4917500
911,1,1,30.7,1416,7/29/2002,LT50380322002210,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,501,UTAHDWQ,1001,61,94,-9999,8/1/2002,LANDSAT/LT5_SR,4917310
20000,4,3,30.7,20000,8/6/2002,LE70380322002218,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,8544,UTAHDWQ,20000,6189,4816,-9999,8/1/2002,LANDSAT/LE7_SR,4917310
1084,1,1,51.7,1522,7/29/2002,LT50380322002210,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,533,UTAHDWQ,1142,107,128,-9999,8/1/2002,LANDSAT/LT5_SR,4917370
3323,4,3,51.7,3372,8/6/2002,LE70380322002218,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,3498,UTAHDWQ,3385,3612,3192,-9999,8/1/2002,LANDSAT/LE7_SR,4917370
888,1,1,16.3,1346,7/29/2002,LT50380322002210,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,390,UTAHDWQ,940,11,21,-9999,8/1/2002,LANDSAT/LT5_SR,4917390
1255,2,1,16.3,1654,8/6/2002,LE70380322002218,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,967,UTAHDWQ,1437,342,262,-9999,8/1/2002,LANDSAT/LE7_SR,4917390
1085,1,1,25.8,1592,7/29/2002,LT50380322002210,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,711,UTAHDWQ,1286,131,93,-9999,8/1/2002,LANDSAT/LT5_SR,4917520
1630,0,1,25.8,1975,8/6/2002,LE70380322002218,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1452,UTAHDWQ,1859,308,226,-9999,8/1/2002,LANDSAT/LE7_SR,4917520
1460,1,1,1.2,1926,6/30/2003,LT50380322003181,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,605,UTAHDWQ,1560,122,122,-9999,7/3/2003,LANDSAT/LT5_SR,4917500
1335,1,1,0.5,1826,6/30/2003,LT50380322003181,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,497,UTAHDWQ,1449,50,87,-9999,7/3/2003,LANDSAT/LT5_SR,4917310
1418,1,1,0.5,1868,6/30/2003,LT50380322003181,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,416,UTAHDWQ,1450,44,15,-9999,7/3/2003,LANDSAT/LT5_SR,4917370
1189,1,1,1.2,1694,6/30/2003,LT50380322003181,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,310,UTAHDWQ,1138,67,85,-9999,7/3/2003,LANDSAT/LT5_SR,4917390
1557,1,1,0.2,2007,6/30/2003,LT50380322003181,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,729,UTAHDWQ,1762,182,187,-9999,7/3/2003,LANDSAT/LT5_SR,4917520
1048,1,1,24,1494,8/1/2003,LT50380322003213,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,573,UTAHDWQ,1087,176,164,-9999,7/31/2003,LANDSAT/LT5_SR,4917500
1313,1,1,24,1689,7/24/2003,LE70380322003205,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,440,UTAHDWQ,1230,150,88,-9999,7/31/2003,LANDSAT/LE7_SR,4917500
,,,24,,8/9/2003,LE70380322003221,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,,UTAHDWQ,,,,-9999,7/31/2003,LANDSAT/LE7_SR,4917500
1100,1,1,29.4,1640,8/1/2003,LT50380322003213,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,930,UTAHDWQ,1287,291,235,-9999,7/31/2003,LANDSAT/LT5_SR,4917310
1383,1,1,29.4,1836,7/24/2003,LE70380322003205,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,539,UTAHDWQ,1509,41,17,-9999,7/31/2003,LANDSAT/LE7_SR,4917310
1092,1,1,29.4,1623,8/9/2003,LE70380322003221,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,489,UTAHDWQ,1188,49,55,-9999,7/31/2003,LANDSAT/LE7_SR,4917310
1323,1,1,25.6,1821,8/1/2003,LT50380322003213,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,968,UTAHDWQ,1496,317,200,-9999,7/31/2003,LANDSAT/LT5_SR,4917370
1307,1,1,25.6,1687,7/24/2003,LE70380322003205,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,437,UTAHDWQ,1330,47,20,-9999,7/31/2003,LANDSAT/LE7_SR,4917370
954,1,1,25.6,1447,8/9/2003,LE70380322003221,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,448,UTAHDWQ,1031,82,91,-9999,7/31/2003,LANDSAT/LE7_SR,4917370
858,1,1,22,1346,8/1/2003,LT50380322003213,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,556,UTAHDWQ,988,168,126,-9999,7/31/2003,LANDSAT/LT5_SR,4917390
982,1,1,22,1519,7/24/2003,LE70380322003205,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,347,UTAHDWQ,1021,41,17,-9999,7/31/2003,LANDSAT/LE7_SR,4917390
604,1,1,22,1178,8/9/2003,LE70380322003221,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,317,UTAHDWQ,731,41,16,-9999,7/31/2003,LANDSAT/LE7_SR,4917390
1670,3,2,27.4,2124,8/1/2003,LT50380322003213,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1673,UTAHDWQ,1858,852,675,-9999,7/31/2003,LANDSAT/LT5_SR,4917520
1408,1,1,27.4,1842,7/24/2003,LE70380322003205,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,610,UTAHDWQ,1537,104,84,-9999,7/31/2003,LANDSAT/LE7_SR,4917520
1280,1,1,27.4,1828,8/9/2003,LE70380322003221,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,761,UTAHDWQ,1527,152,91,-9999,7/31/2003,LANDSAT/LE7_SR,4917520
1927,1,1,4.3,2456,6/16/2004,LT50380322004168,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,974,UTAHDWQ,2156,260,256,-9999,6/22/2004,LANDSAT/LT5_SR,4917500
1344,1,1,4.3,1814,7/2/2004,LT50380322004184,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,467,UTAHDWQ,1331,144,121,-9999,6/22/2004,LANDSAT/LT5_SR,4917500
1368,2,1,4.3,1739,6/24/2004,LE70380322004176,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,311,UTAHDWQ,981,126,103,-9999,6/22/2004,LANDSAT/LE7_SR,4917500
20000,4,3,6.6,7816,6/16/2004,LT50380322004168,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,8342,UTAHDWQ,20000,5620,4062,-9999,6/22/2004,LANDSAT/LT5_SR,4917310
1294,1,1,6.6,1776,7/2/2004,LT50380322004184,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,339,UTAHDWQ,1276,59,89,-9999,6/22/2004,LANDSAT/LT5_SR,4917310
1287,1,1,6.6,1714,6/24/2004,LE70380322004176,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,367,UTAHDWQ,1221,112,105,-9999,6/22/2004,LANDSAT/LE7_SR,4917310
1693,4,3,5.6,2086,6/16/2004,LT50380322004168,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1032,UTAHDWQ,1654,748,661,-9999,6/22/2004,LANDSAT/LT5_SR,4917370
1310,1,1,5.6,1710,7/2/2004,LT50380322004184,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,336,UTAHDWQ,1249,34,55,-9999,6/22/2004,LANDSAT/LT5_SR,4917370
,,,5.6,,6/24/2004,LE70380322004176,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,,UTAHDWQ,,,,-9999,6/22/2004,LANDSAT/LE7_SR,4917370
20000,4,3,5.2,20000,6/16/2004,LT50380322004168,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,20000,UTAHDWQ,20000,20000,5180,-9999,6/22/2004,LANDSAT/LT5_SR,4917390
936,1,1,5.2,1443,7/2/2004,LT50380322004184,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,261,UTAHDWQ,917,30,20,-9999,6/22/2004,LANDSAT/LT5_SR,4917390
852,1,1,5.2,1044,6/24/2004,LE70380322004176,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,212,UTAHDWQ,572,66,37,-9999,6/22/2004,LANDSAT/LE7_SR,4917390
1424,4,3,4.8,1838,6/16/2004,LT50380322004168,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,1239,UTAHDWQ,1513,1018,860,-9999,6/22/2004,LANDSAT/LT5_SR,4917520
1458,1,1,4.8,1880,7/2/2004,LT50380322004184,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,467,UTAHDWQ,1385,189,188,-9999,6/22/2004,LANDSAT/LT5_SR,4917520
2845,4,3,4.8,3051,6/24/2004,LE70380322004176,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,3192,UTAHDWQ,2852,2783,2654,-9999,6/22/2004,LANDSAT/LE7_SR,4917520
1478,1,1,6.6,1936,7/18/2004,LT50380322004200,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,443,UTAHDWQ,1363,121,89,-9999,7/21/2004,LANDSAT/LT5_SR,4917500
20000,4,3,6.6,20000,7/26/2004,LE70380322004208,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,6246,UTAHDWQ,20000,3952,3640,-9999,7/21/2004,LANDSAT/LE7_SR,4917500
881,1,1,3.6,1297,7/18/2004,LT50380322004200,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,650,UTAHDWQ,1157,20,15,-9999,7/21/2004,LANDSAT/LT5_SR,4917770
,,,3.6,,7/26/2004,LE70380322004208,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,,UTAHDWQ,,,,-9999,7/21/2004,LANDSAT/LE7_SR,4917770
20000,4,3,7.2,5499,7/18/2004,LT50380322004200,Utah,-9999,Chlorophyll-A Uncorrected for pheophytin,6047,UTAHDWQ,5440,5774,5190,-9999,7/21/2004,LANDSAT/LT5_SR,4917310
