Blue,CloudMask,CloudMaskConfidence,FieldValue,Green,ImageDate,ImageName,Lake,MaxDepth,Method,NIR,Organization,Red,SWIR1,SWIR2,SampleDepth,SamplingDate,Sensor,StationID
1380,1,1,-9999,1710,7/3/2013,LE70380322013184,Utah,-9992,"Chlorophyll-A (Colorimet), Corrected for pheophytin",641,UTAHDWQ,1346,289,283,-9999,7/2/2013,LANDSAT/LE7_SR,4917310
1406,4,3,-9999,1565,7/3/2013,LE70380322013184,Utah,-9990,"Chlorophyll-A (Colorimet), Corrected for pheophytin",1061,UTAHDWQ,1319,588,524,-9999,7/2/2013,LANDSAT/LE7_SR,4917370
519,0,1,114.24,764,7/3/2013,LE70380322013184,Utah,-9989,"Chlorophyll-A (Colorimet), Corrected for pheophytin",676,UTAHDWQ,509,54,8,-9999,7/2/2013,LANDSAT/LE7_SR,4917450
519,0,1,-9999,764,7/3/2013,LE70380322013184,Utah,-9988,"Chlorophyll-A (Colorimet), Corrected for pheophytin",676,UTAHDWQ,509,54,8,-9999,7/2/2013,LANDSAT/LE7_SR,4917450
1518,1,1,-9999,1683,7/3/2013,LE70380322013184,Utah,-9987,"Chlorophyll-A (Colorimet), Corrected for pheophytin",715,UTAHDWQ,1501,322,283,-9999,7/2/2013,LANDSAT/LE7_SR,4917500
1897,4,1,-9999,2268,7/3/2013,LE70380322013184,Utah,-9986,"Chlorophyll-A (Colorimet), Corrected for pheophytin",1138,UTAHDWQ,1863,655,524,-9999,7/2/2013,LANDSAT/LE7_SR,4917520
1631,4,3,-9999,1798,7/3/2013,LE70380322013184,Utah,-9985,"Chlorophyll-A (Colorimet), Corrected for pheophytin",1597,UTAHDWQ,1706,989,796,-9999,7/2/2013,LANDSAT/LE7_SR,4917600
1017,1,1,17.44,1417,7/3/2013,LE70380322013184,Utah,-9984,"Chlorophyll-A (Colorimet), Corrected for pheophytin",829,UTAHDWQ,1057,354,282,-9999,7/2/2013,LANDSAT/LE7_SR,4917770
1038,1,1,44.52,1511,9/21/2013,LE70380322013264,Utah,-9983,"Chlorophyll-A (Colorimet), Corrected for pheophytin",604,UTAHDWQ,1149,18,22,-9999,9/16/2013,LANDSAT/LE7_SR,4917310
1018,1,1,19.36,1474,9/21/2013,LE70380322013264,Utah,-9981,"Chlorophyll-A (Colorimet), Corrected for pheophytin",355,UTAHDWQ,1034,-13,25,-9999,9/16/2013,LANDSAT/LE7_SR,4917370
643,1,1,80.36,1100,9/21/2013,LE70380322013264,Utah,-9980,"Chlorophyll-A (Colorimet), Corrected for pheophytin",332,UTAHDWQ,691,14,60,-9999,9/16/2013,LANDSAT/LE7_SR,4917390
624,0,1,82.28,1104,9/21/2013,LE70380322013264,Utah,-9979,"Chlorophyll-A (Colorimet), Corrected for pheophytin",1262,UTAHDWQ,1059,17,62,-9999,9/16/2013,LANDSAT/LE7_SR,4917450
799,1,1,35.8,1243,9/21/2013,LE70380322013264,Utah,-9978,"Chlorophyll-A (Colorimet), Corrected for pheophytin",262,UTAHDWQ,735,22,24,-9999,9/16/2013,LANDSAT/LE7_SR,4917500
1050,1,1,17.44,1550,9/21/2013,LE70380322013264,Utah,-9977,"Chlorophyll-A (Colorimet), Corrected for pheophytin",546,UTAHDWQ,1176,9,17,-9999,9/16/2013,LANDSAT/LE7_SR,4917520
788,1,1,43.56,1309,9/21/2013,LE70380322013264,Utah,-9976,"Chlorophyll-A (Colorimet), Corrected for pheophytin",955,UTAHDWQ,1150,57,62,-9999,9/16/2013,LANDSAT/LE7_SR,4917600
813,1,1,28.08,1240,9/21/2013,LE70380322013264,Utah,-9975,"Chlorophyll-A (Colorimet), Corrected for pheophytin",603,UTAHDWQ,998,96,21,-9999,9/16/2013,LANDSAT/LE7_SR,4917770
746,1,1,-9999,1296,10/23/2013,LE70380322013296,Utah,-9974,"Chlorophyll-A (Colorimet), Corrected for pheophytin",240,UTAHDWQ,861,-15,32,-9999,10/23/2013,LANDSAT/LE7_SR,4917310
747,1,1,-9999,1173,10/23/2013,LE70380322013296,Utah,-9972,"Chlorophyll-A (Colorimet), Corrected for pheophytin",241,UTAHDWQ,715,-15,32,-9999,10/23/2013,LANDSAT/LE7_SR,4917370
977,1,1,-9999,1462,10/23/2013,LE70380322013296,Utah,-9971,"Chlorophyll-A (Colorimet), Corrected for pheophytin",274,UTAHDWQ,933,29,-65,-9999,10/23/2013,LANDSAT/LE7_SR,4917500
925,1,1,-9999,1419,10/23/2013,LE70380322013296,Utah,-9970,"Chlorophyll-A (Colorimet), Corrected for pheophytin",230,UTAHDWQ,891,26,30,-9999,10/23/2013,LANDSAT/LE7_SR,4917520
706,1,1,-9999,1132,10/23/2013,LE70380322013296,Utah,-9969,"Chlorophyll-A (Colorimet), Corrected for pheophytin",309,UTAHDWQ,787,30,-15,-9999,10/23/2013,LANDSAT/LE7_SR,4917770
1446,1,1,-9999,1843,6/4/2014,LE70380322014155,Utah,-9968,"Chlorophyll-A (Colorimet), Corrected for pheophytin",436,UTAHDWQ,1308,233,146,-9999,6/2/2014,LANDSAT/LE7_SR,4917310
1396,1,1,-9999,1788,6/4/2014,LE70380322014155,Utah,-9966,"Chlorophyll-A (Colorimet), Corrected for pheophytin",293,UTAHDWQ,1187,74,82,-9999,6/2/2014,LANDSAT/LE7_SR,4917370
551,1,1,55.7,881,6/4/2014,LE70380322014155,Utah,-9965,"Chlorophyll-A (Colorimet), Corrected for pheophytin",608,UTAHDWQ,669,230,210,-9999,6/2/2014,LANDSAT/LE7_SR,4917450
1399,1,1,-9999,1793,6/4/2014,LE70380322014155,Utah,-9964,"Chlorophyll-A (Colorimet), Corrected for pheophytin",250,UTAHDWQ,1089,102,81,-9999,6/2/2014,LANDSAT/LE7_SR,4917500
1670,1,1,-9999,2060,6/4/2014,LE70380322014155,Utah,-9963,"Chlorophyll-A (Colorimet), Corrected for pheophytin",648,UTAHDWQ,1478,359,277,-9999,6/2/2014,LANDSAT/LE7_SR,4917520
1354,1,1,-9999,1843,6/4/2014,LE70380322014155,Utah,-9962,"Chlorophyll-A (Colorimet), Corrected for pheophytin",617,UTAHDWQ,1479,298,277,-9999,6/2/2014,LANDSAT/LE7_SR,4917600
,,,-9999,,6/4/2014,LE70380322014155,Utah,-9961,"Chlorophyll-A (Colorimet), Corrected for pheophytin",,UTAHDWQ,,,,-9999,6/2/2014,LANDSAT/LE7_SR,4917770
1411,1,1,-9999,1790,7/6/2014,LE70380322014187,Utah,-9960,"Chlorophyll-A (Colorimet), Corrected for pheophytin",497,UTAHDWQ,1345,64,46,-9999,7/1/2014,LANDSAT/LE7_SR,4917310
1305,1,1,-9999,1591,7/6/2014,LE70380322014187,Utah,-9958,"Chlorophyll-A (Colorimet), Corrected for pheophytin",312,UTAHDWQ,1043,64,46,-9999,7/1/2014,LANDSAT/LE7_SR,4917370
1006,1,1,-9999,1361,7/6/2014,LE70380322014187,Utah,-9957,"Chlorophyll-A (Colorimet), Corrected for pheophytin",339,UTAHDWQ,859,94,44,-9999,7/1/2014,LANDSAT/LE7_SR,4917390
1361,1,1,-9999,1706,7/6/2014,LE70380322014187,Utah,-9956,"Chlorophyll-A (Colorimet), Corrected for pheophytin",386,UTAHDWQ,1144,130,113,-9999,7/1/2014,LANDSAT/LE7_SR,4917500
1490,1,1,-9999,1871,7/6/2014,LE70380322014187,Utah,-9955,"Chlorophyll-A (Colorimet), Corrected for pheophytin",651,UTAHDWQ,1422,295,181,-9999,7/1/2014,LANDSAT/LE7_SR,4917520
1314,1,1,-9999,1707,7/6/2014,LE70380322014187,Utah,-9954,"Chlorophyll-A (Colorimet), Corrected for pheophytin",835,UTAHDWQ,1599,262,215,-9999,7/1/2014,LANDSAT/LE7_SR,4917600
1144,1,1,-9999,1534,7/6/2014,LE70380322014187,Utah,-9953,"Chlorophyll-A (Colorimet), Corrected for pheophytin",456,UTAHDWQ,1219,96,113,-9999,7/1/2014,LANDSAT/LE7_SR,4917770
1137,1,1,-9999,1734,9/24/2014,LE70380322014267,Utah,-9952,"Chlorophyll-A (Colorimet), Corrected for pheophytin",428,UTAHDWQ,1282,14,20,-9999,9/24/2014,LANDSAT/LE7_SR,4917310
1233,1,1,-9999,1735,9/24/2014,LE70380322014267,Utah,-9950,"Chlorophyll-A (Colorimet), Corrected for pheophytin",334,UTAHDWQ,1221,13,19,-9999,9/24/2014,LANDSAT/LE7_SR,4917370
1232,1,1,-9999,1702,9/24/2014,LE70380322014267,Utah,-9949,"Chlorophyll-A (Colorimet), Corrected for pheophytin",240,UTAHDWQ,1251,-27,-20,-9999,9/24/2014,LANDSAT/LE7_SR,4917390
1182,1,1,-9999,1596,9/24/2014,LE70380322014267,Utah,-9948,"Chlorophyll-A (Colorimet), Corrected for pheophytin",211,UTAHDWQ,1041,-20,-17,-9999,9/24/2014,LANDSAT/LE7_SR,4917500
1457,1,1,-9999,1884,9/24/2014,LE70380322014267,Utah,-9947,"Chlorophyll-A (Colorimet), Corrected for pheophytin",319,UTAHDWQ,1376,7,58,-9999,9/24/2014,LANDSAT/LE7_SR,4917520
941,1,1,-9999,1387,9/24/2014,LE70380322014267,Utah,-9946,"Chlorophyll-A (Colorimet), Corrected for pheophytin",290,UTAHDWQ,1097,14,19,-9999,9/24/2014,LANDSAT/LE7_SR,4917770
1554,1,1,-9999,2021,11/11/2014,LE70380322014315,Utah,-9945,"Chlorophyll-A (Colorimet), Corrected for pheophytin",440,UTAHDWQ,1602,32,36,-9999,11/6/2014,LANDSAT/LE7_SR,4917310
1641,1,1,-9999,1974,11/11/2014,LE70380322014315,Utah,-9943,"Chlorophyll-A (Colorimet), Corrected for pheophytin",399,UTAHDWQ,1561,104,36,-9999,11/6/2014,LANDSAT/LE7_SR,4917370
,,,-9999,,11/11/2014,LE70380322014315,Utah,-9942,"Chlorophyll-A (Colorimet), Corrected for pheophytin",,UTAHDWQ,,,,-9999,11/6/2014,LANDSAT/LE7_SR,4917390
1644,1,1,-9999,2023,11/11/2014,LE70380322014315,Utah,-9941,"Chlorophyll-A (Colorimet), Corrected for pheophytin",440,UTAHDWQ,1688,31,36,-9999,11/6/2014,LANDSAT/LE7_SR,4917500
1018,1,1,-9999,1400,11/11/2014,LE70380322014315,Utah,-9940,"Chlorophyll-A (Colorimet), Corrected for pheophytin",199,UTAHDWQ,802,68,74,-9999,11/6/2014,LANDSAT/LE7_SR,4917520
975,1,1,-9999,1400,11/11/2014,LE70380322014315,Utah,-9939,"Chlorophyll-A (Colorimet), Corrected for pheophytin",360,UTAHDWQ,1183,32,36,-9999,11/6/2014,LANDSAT/LE7_SR,4917770
