Date,Value,StationID,Organization,Latitude,Longitude,Lake,SampleDepth_m,Units,MaxDepth_m,Variable,Method
12/8/1992,2.8,4982450,UTAHDWQ,41.0569444,-112.4019444,Gilbert,9,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
12/8/1992,1.3,4982500,UTAHDWQ,41.161046,-112.72136,Gilbert,6.5,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/16/1993,4.3,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,19,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/16/1993,2.8,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,19.1,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/22/1994,9,4985120,UTAHDWQ,41.1055556,-112.225,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/22/1994,36.8,4985200,UTAHDWQ,41.0497499,-112.1886833,Farmington,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
8/31/1994,5.4,4985120,UTAHDWQ,41.1055556,-112.225,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
8/31/1994,39.9,4985200,UTAHDWQ,41.0497499,-112.1886833,Farmington,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
12/22/1994,8.4,4985120,UTAHDWQ,41.1055556,-112.225,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
6/21/1995,6.6,4985120,UTAHDWQ,41.1055556,-112.225,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
6/27/1995,0.2,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,4.25,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
6/27/1995,0.2,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,8.2,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
6/27/1995,0.2,4982500,UTAHDWQ,41.161046,-112.72136,Gilbert,6.2,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
6/27/1995,0.5,4982600,UTAHDWQ,41.218821,-112.834973,Gilbert,2.4,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/26/1995,8.4,4917520,UTAHDWQ,40.342169,-111.871326,Utah,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/26/1995,8.9,4917390,UTAHDWQ,40.237173,-111.764647,Utah,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
8/4/1995,8,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
8/22/1995,8,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7.3,Chlorophyll,Welschmeyer Fluorometric Method
8/23/1995,2,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.1,Chlorophyll,Welschmeyer Fluorometric Method
9/6/1995,4,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.3,Chlorophyll,Welschmeyer Fluorometric Method
9/25/1995,2,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.2,Chlorophyll,Welschmeyer Fluorometric Method
9/25/1995,10,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.1,Chlorophyll,Welschmeyer Fluorometric Method
9/27/1995,9.3,4917310,UTAHDWQ,40.320873,-111.777538,Utah,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
9/27/1995,9.4,4917390,UTAHDWQ,40.237173,-111.764647,Utah,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/14/1995,1.6,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/14/1995,4.2,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
2/7/1996,55,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
2/9/1996,68,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.7,Chlorophyll,Welschmeyer Fluorometric Method
3/18/1996,111,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
3/19/1996,37,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
3/19/1996,40,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.7,Chlorophyll,Welschmeyer Fluorometric Method
4/8/1996,50,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.8,Chlorophyll,Welschmeyer Fluorometric Method
4/9/1996,32,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,64,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,45,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,51,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.5,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,39,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,60,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
4/29/1996,49,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
5/1/1996,0,2433,USGS,41.13888889,-112.7944444,Gilbert,0.5,ug/l,0.9,Chlorophyll,Welschmeyer Fluorometric Method
5/1/1996,0,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.1,Chlorophyll,Welschmeyer Fluorometric Method
5/1/1996,36,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,3.7,Chlorophyll,Welschmeyer Fluorometric Method
5/1/1996,11,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
5/1/1996,0,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
5/2/1996,11,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
5/2/1996,17,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
5/2/1996,32,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.7,Chlorophyll,Welschmeyer Fluorometric Method
5/13/1996,10,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
5/14/1996,0,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
5/15/1996,6,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
5/21/1996,0,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
5/31/1996,0,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
5/31/1996,0,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
5/31/1996,0,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
6/3/1996,0,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9,Chlorophyll,Welschmeyer Fluorometric Method
6/3/1996,0,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.6,Chlorophyll,Welschmeyer Fluorometric Method
6/4/1996,0,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
6/4/1996,2,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.8,Chlorophyll,Welschmeyer Fluorometric Method
7/1/1996,5,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.5,Chlorophyll,Welschmeyer Fluorometric Method
7/2/1996,9,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.7,Chlorophyll,Welschmeyer Fluorometric Method
7/3/1996,5,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.7,Chlorophyll,Welschmeyer Fluorometric Method
7/12/1996,14.7,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,9.4,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/12/1996,4.7,4982080,UTAHDWQ,40.9986111,-112.4472222,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/12/1996,5.1,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,8.6,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/12/1996,3.3,4982450,UTAHDWQ,41.0569444,-112.4019444,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/12/1996,2.9,4982600,UTAHDWQ,41.218821,-112.834973,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/22/1996,1,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.6,Chlorophyll,Welschmeyer Fluorometric Method
7/22/1996,6,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.5,Chlorophyll,Welschmeyer Fluorometric Method
7/23/1996,4,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.1,Chlorophyll,Welschmeyer Fluorometric Method
7/23/1996,3,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.9,Chlorophyll,Welschmeyer Fluorometric Method
7/23/1996,5,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.4,Chlorophyll,Welschmeyer Fluorometric Method
7/23/1996,10,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
7/24/1996,3,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
8/19/1996,4,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.4,Chlorophyll,Welschmeyer Fluorometric Method
8/19/1996,2,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
8/19/1996,9,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
8/23/1996,4,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,4.9,Chlorophyll,Welschmeyer Fluorometric Method
8/23/1996,4,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.2,Chlorophyll,Welschmeyer Fluorometric Method
8/26/1996,1,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.8,Chlorophyll,Welschmeyer Fluorometric Method
8/26/1996,5,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.3,Chlorophyll,Welschmeyer Fluorometric Method
8/26/1996,4,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,5.8,Chlorophyll,Welschmeyer Fluorometric Method
9/23/1996,10,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
9/23/1996,4,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1996,11,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1996,30,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.3,Chlorophyll,Welschmeyer Fluorometric Method
9/26/1996,4,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
9/27/1996,11,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.4,Chlorophyll,Welschmeyer Fluorometric Method
9/27/1996,4,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,5.9,Chlorophyll,Welschmeyer Fluorometric Method
9/27/1996,21,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,5.6,Chlorophyll,Welschmeyer Fluorometric Method
9/27/1996,11,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
10/22/1996,20,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.1,Chlorophyll,Welschmeyer Fluorometric Method
10/22/1996,44,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.4,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1996,16,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.4,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1996,26,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1996,14,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,5.6,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1996,18,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.3,Chlorophyll,Welschmeyer Fluorometric Method
10/24/1996,25,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4,Chlorophyll,Welschmeyer Fluorometric Method
10/28/1996,35,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,4.7,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1996,35.9,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,9.3,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/19/1996,44.7,4982080,UTAHDWQ,40.9986111,-112.4472222,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/19/1996,46.3,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,7.9,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/20/1996,31,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.3,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1996,54,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.1,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1996,54,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
11/21/1996,58,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.5,Chlorophyll,Welschmeyer Fluorometric Method
11/21/1996,56,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.2,Chlorophyll,Welschmeyer Fluorometric Method
11/21/1996,46,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.1,Chlorophyll,Welschmeyer Fluorometric Method
11/21/1996,58,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,5.7,Chlorophyll,Welschmeyer Fluorometric Method
11/27/1996,58,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
11/27/1996,53,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
1/24/1997,135.5,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
1/24/1997,132,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.5,Chlorophyll,Welschmeyer Fluorometric Method
1/24/1997,137.5,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
1/29/1997,138,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.8,Chlorophyll,Welschmeyer Fluorometric Method
1/29/1997,132.5,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
1/29/1997,143.5,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
1/30/1997,148.5,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
1/30/1997,149,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
2/10/1997,132.5,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
2/10/1997,140.5,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.5,Chlorophyll,Welschmeyer Fluorometric Method
2/10/1997,137.5,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.8,Chlorophyll,Welschmeyer Fluorometric Method
2/11/1997,117,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.1,Chlorophyll,Welschmeyer Fluorometric Method
2/11/1997,137.5,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,1.6,Chlorophyll,Welschmeyer Fluorometric Method
2/11/1997,121,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
2/11/1997,214.5,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,1.8,Chlorophyll,Welschmeyer Fluorometric Method
2/13/1997,124,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.8,Chlorophyll,Welschmeyer Fluorometric Method
2/13/1997,127,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
2/13/1997,135,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
3/11/1997,39.5,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
3/11/1997,33.5,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.8,Chlorophyll,Welschmeyer Fluorometric Method
3/11/1997,40,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
3/12/1997,36,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,8.9,Chlorophyll,Welschmeyer Fluorometric Method
3/12/1997,34.5,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.6,Chlorophyll,Welschmeyer Fluorometric Method
3/12/1997,33,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
3/13/1997,36,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.2,Chlorophyll,Welschmeyer Fluorometric Method
3/13/1997,54,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,1.8,Chlorophyll,Welschmeyer Fluorometric Method
3/13/1997,39,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,4.7,Chlorophyll,Welschmeyer Fluorometric Method
3/13/1997,81,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2,Chlorophyll,Welschmeyer Fluorometric Method
4/8/1997,43,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
4/8/1997,54,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.7,Chlorophyll,Welschmeyer Fluorometric Method
4/8/1997,18,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
4/10/1997,54,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.8,Chlorophyll,Welschmeyer Fluorometric Method
4/10/1997,60,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2,Chlorophyll,Welschmeyer Fluorometric Method
4/10/1997,48,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
4/10/1997,190,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
4/15/1997,36,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.2,Chlorophyll,Welschmeyer Fluorometric Method
4/15/1997,36,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.7,Chlorophyll,Welschmeyer Fluorometric Method
4/15/1997,27,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
4/22/1997,38,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
4/22/1997,38,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.9,Chlorophyll,Welschmeyer Fluorometric Method
4/22/1997,18,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
4/28/1997,36,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
4/28/1997,36,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.1,Chlorophyll,Welschmeyer Fluorometric Method
4/28/1997,48,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.1,Chlorophyll,Welschmeyer Fluorometric Method
4/28/1997,69,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
4/30/1997,51,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
4/30/1997,36,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
4/30/1997,41,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.3,Chlorophyll,Welschmeyer Fluorometric Method
5/5/1997,27,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
5/5/1997,8,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
5/5/1997,18,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,9.9,Chlorophyll,Welschmeyer Fluorometric Method
5/5/1997,41,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
5/6/1997,18,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.6,Chlorophyll,Welschmeyer Fluorometric Method
5/6/1997,4,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.4,Chlorophyll,Welschmeyer Fluorometric Method
5/7/1997,4,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.4,Chlorophyll,Welschmeyer Fluorometric Method
5/7/1997,18,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.1,Chlorophyll,Welschmeyer Fluorometric Method
5/7/1997,36,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
5/7/1997,4,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
5/19/1997,0,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
5/19/1997,0,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.1,Chlorophyll,Welschmeyer Fluorometric Method
5/19/1997,0,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
5/20/1997,0,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.4,Chlorophyll,Welschmeyer Fluorometric Method
5/20/1997,0,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.2,Chlorophyll,Welschmeyer Fluorometric Method
5/20/1997,0,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
5/20/1997,4,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2.3,Chlorophyll,Welschmeyer Fluorometric Method
5/21/1997,0,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
5/21/1997,0,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
5/21/1997,0,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.4,Chlorophyll,Welschmeyer Fluorometric Method
6/9/1997,0,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
6/9/1997,1,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10,Chlorophyll,Welschmeyer Fluorometric Method
6/9/1997,1,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
6/10/1997,6,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.3,Chlorophyll,Welschmeyer Fluorometric Method
6/10/1997,2,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.9,Chlorophyll,Welschmeyer Fluorometric Method
6/10/1997,4,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.5,Chlorophyll,Welschmeyer Fluorometric Method
6/11/1997,5,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.8,Chlorophyll,Welschmeyer Fluorometric Method
6/11/1997,2,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.3,Chlorophyll,Welschmeyer Fluorometric Method
6/11/1997,6,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.1,Chlorophyll,Welschmeyer Fluorometric Method
6/11/1997,223,2963,USGS,41.03138889,-112.1397222,Farmington,1,ug/l,2.4,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1997,6,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.3,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1997,5,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.1,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1997,1,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.4,Chlorophyll,Welschmeyer Fluorometric Method
6/25/1997,15,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.6,Chlorophyll,Welschmeyer Fluorometric Method
6/25/1997,5,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
