Date,Value,StationID,Organization,Latitude,Longitude,Lake,SampleDepth_m,Units,MaxDepth_m,Variable,Method
6/11/1998,9.191471,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,3,Chlorophyll,Welschmeyer Fluorometric Method
6/11/1998,9.03828,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.6,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,0.8195643,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.8,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,2.322099,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.8,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,1.502535,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,0.4097822,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.6,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,1.092752,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.4,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,11.88368,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,4.1,Chlorophyll,Welschmeyer Fluorometric Method
6/22/1998,28.41156,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7.2,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1998,1.639129,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,4.2,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1998,9.561584,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,6.2,Chlorophyll,Welschmeyer Fluorometric Method
6/23/1998,1.502535,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,6.829703,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.7,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,2.048911,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.9,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,9.015208,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,0.8195643,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,8.195643,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.5,Chlorophyll,Welschmeyer Fluorometric Method
6/24/1998,3.414851,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
7/15/1998,0.07067613,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.7,Chlorophyll,Welschmeyer Fluorometric Method
7/15/1998,0.05400381,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.8,Chlorophyll,Welschmeyer Fluorometric Method
7/15/1998,0.0646819,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
7/15/1998,0.05110427,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.5,Chlorophyll,Welschmeyer Fluorometric Method
7/15/1998,0.08626112,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,7.2,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.05464505,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.6,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.05726578,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.8,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.05357833,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.4,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.06040695,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.7,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.05726578,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.06016532,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
7/16/1998,0.04569917,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
7/17/1998,0.06161508,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,4.1,Chlorophyll,Welschmeyer Fluorometric Method
7/17/1998,0.0652395,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.9,Chlorophyll,Welschmeyer Fluorometric Method
7/17/1998,0.06161508,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
7/17/1998,0.07248833,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
7/30/1998,11.8,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,10,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/30/1998,10.7,4982080,UTAHDWQ,40.9986111,-112.4472222,Gilbert,10,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/30/1998,8.8,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,8,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/30/1998,9.7,4982450,UTAHDWQ,41.0569444,-112.4019444,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
7/30/1998,14.3,4982600,UTAHDWQ,41.218821,-112.834973,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
8/11/1998,16.20781,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.6,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,19.7962,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.4,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,16.62134,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,16.8081,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.5,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,10.40501,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,15.17398,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
8/11/1998,13.60656,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
8/13/1998,23.18358,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.6,Chlorophyll,Welschmeyer Fluorometric Method
8/13/1998,12.32594,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.9,Chlorophyll,Welschmeyer Fluorometric Method
8/13/1998,10.92526,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
8/13/1998,18.20877,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
8/13/1998,12.00578,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
8/14/1998,8.754218,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
8/14/1998,7.128434,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.9,Chlorophyll,Welschmeyer Fluorometric Method
8/14/1998,10.21325,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.6,Chlorophyll,Welschmeyer Fluorometric Method
8/14/1998,5.544338,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
8/14/1998,8.604145,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
9/22/1998,13.16914286,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,-9999,Chlorophyll,Welschmeyer Fluorometric Method
9/22/1998,50.67257,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
9/22/1998,25.52033,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
9/22/1998,46.72183,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.7,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1998,75.92297,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.7,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1998,62.18126,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,6.1,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1998,49.38428,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.4,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1998,60.12,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
9/24/1998,81.162,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,6.1,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,28.95576,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.3,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,22.545,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.2,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,28.91486,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,14.4288,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.2,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,25.12157,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,32.63657,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
9/28/1998,20.26903,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.6,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,86.75845,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.3,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,53.27274,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,2.9,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,22.17885,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.2,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,32.34416,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,27.58767,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
10/5/1998,42.04741,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.7,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,117.5349,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.9,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,98.42772,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.9,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,78.8613,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.6,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,91.83205,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.2,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,96.90564,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
10/7/1998,77.62598,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.4,Chlorophyll,Welschmeyer Fluorometric Method
10/8/1998,83.71429,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.4,Chlorophyll,Welschmeyer Fluorometric Method
10/8/1998,77.11862,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.6,Chlorophyll,Welschmeyer Fluorometric Method
10/8/1998,78.13335,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
10/8/1998,74.58183,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
10/8/1998,53.78009,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
10/19/1998,133.9777,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
10/19/1998,131.6064,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.7,Chlorophyll,Welschmeyer Fluorometric Method
10/19/1998,168.0649,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.4,Chlorophyll,Welschmeyer Fluorometric Method
10/19/1998,133.3848,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
10/19/1998,132.4956,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
10/20/1998,126.271,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.4,Chlorophyll,Welschmeyer Fluorometric Method
10/20/1998,129.8279,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.6,Chlorophyll,Welschmeyer Fluorometric Method
10/20/1998,124.4925,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
10/20/1998,112.6361,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
10/20/1998,110.812,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,131.6064,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,5.7,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,136.0525,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.3,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,161.8403,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,140.4987,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.3,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,128.0495,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.2,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,99.59402,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
10/23/1998,116.4894,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
10/29/1998,67.5,4982000,UTAHDWQ,40.8308333,-112.2572222,Gilbert,10,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
10/29/1998,48.2,4982080,UTAHDWQ,40.9986111,-112.4472222,Gilbert,-9999,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
10/29/1998,52.1,4982130,UTAHDWQ,41.140213,-112.443289,Gilbert,10,ug/l,-9999,Chlorophyll,"Chlorophyll-A, Uncorrected for pheophytin"
11/2/1998,227.1034,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
11/2/1998,228.3376,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.7,Chlorophyll,Welschmeyer Fluorometric Method
11/2/1998,204.681,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.6,Chlorophyll,Welschmeyer Fluorometric Method
11/2/1998,207.3553,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
11/2/1998,225.8691,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.3,Chlorophyll,Welschmeyer Fluorometric Method
11/3/1998,180.2016,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.6,Chlorophyll,Welschmeyer Fluorometric Method
11/3/1998,215.9951,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.5,Chlorophyll,Welschmeyer Fluorometric Method
11/3/1998,204.8868,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
11/3/1998,224.6349,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
11/3/1998,188.8414,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,243.1487,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.4,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,214.7608,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.3,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,274.0052,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.2,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,249.32,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.3,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,251.7885,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,234.5089,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.6,Chlorophyll,Welschmeyer Fluorometric Method
11/4/1998,244.383,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,227.3291,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.6,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,204.0484,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.6,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,231.4375,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.4,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,224.5902,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.4,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,235.5458,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.1,Chlorophyll,Welschmeyer Fluorometric Method
11/19/1998,194.4622,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1998,223.2207,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,3.9,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1998,219.1124,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.6,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1998,241.0236,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.5,Chlorophyll,Welschmeyer Fluorometric Method
11/20/1998,223.2207,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,241.0236,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.4,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,243.7625,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.3,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,243.7625,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.1,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,256.0876,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.2,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,236.9153,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,245.132,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
11/23/1998,246.5014,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.8,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,115.7593,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.4,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,125.8652,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.3,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,159.858,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.4,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,144.2397,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.3,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,133.215,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,155.2644,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
12/16/1998,158.0206,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.9,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,121.2716,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,4.1,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,114.8406,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.7,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,112.0844,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.6,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,113.0031,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.4,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,130.4589,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.6,Chlorophyll,Welschmeyer Fluorometric Method
12/17/1998,129.5401,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,6.9,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,73.94437,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.5,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,100.0863,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.4,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,90.37645,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,89.62953,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.4,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,61.24685,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.2,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,81.4135,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.8,Chlorophyll,Welschmeyer Fluorometric Method
1/12/1999,76.1851,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,6.9,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,76.1851,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.6,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,91.12336,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,9.9,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,93.3641,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,4.5,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,78.42584,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,91.87027,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.2,Chlorophyll,Welschmeyer Fluorometric Method
1/13/1999,76.1851,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,6.9,Chlorophyll,Welschmeyer Fluorometric Method
1/14/1999,79.17275,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,4,Chlorophyll,Welschmeyer Fluorometric Method
1/14/1999,85.14806,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,5.9,Chlorophyll,Welschmeyer Fluorometric Method
1/14/1999,84.40115,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
1/14/1999,91.87027,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,101.28,3381,USGS,40.92666667,-112.445,Gilbert,1,ug/l,7.6,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,115.2497,3510,USGS,40.89888889,-112.3488889,Gilbert,1,ug/l,10.5,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,113.1542,3641,USGS,40.87138889,-112.2147222,Gilbert,1,ug/l,3.3,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,108.4394,3757,USGS,40.84083333,-112.3666667,Gilbert,1,ug/l,8.5,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,110.7968,3941,USGS,40.79666667,-112.4038889,Gilbert,1,ug/l,5.3,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,125.7269,3954,USGS,40.79944444,-112.1563889,Gilbert,1,ug/l,3.7,Chlorophyll,Welschmeyer Fluorometric Method
2/12/1999,117.869,4069,USGS,40.76861111,-112.3272222,Gilbert,1,ug/l,7,Chlorophyll,Welschmeyer Fluorometric Method
2/15/1999,124.8538,2200,USGS,41.20111111,-112.5086111,Gilbert,1,ug/l,4.1,Chlorophyll,Welschmeyer Fluorometric Method
2/15/1999,109.2252,2267,USGS,41.18777778,-112.4122222,Gilbert,1,ug/l,6,Chlorophyll,Welschmeyer Fluorometric Method
2/15/1999,135.5493,2336,USGS,41.175,-112.2777778,Gilbert,1,ug/l,2.7,Chlorophyll,Welschmeyer Fluorometric Method
2/15/1999,128.3462,2583,USGS,41.11666667,-112.2958333,Gilbert,1,ug/l,5.5,Chlorophyll,Welschmeyer Fluorometric Method
2/15/1999,115.2497,2767,USGS,41.07277778,-112.3333333,Gilbert,1,ug/l,5.2,Chlorophyll,Welschmeyer Fluorometric Method
2/18/1999,113.5034,2433,USGS,41.13888889,-112.7944444,Gilbert,1,ug/l,1.8,Chlorophyll,Welschmeyer Fluorometric Method
2/18/1999,110.8841,2565,USGS,41.11222222,-112.6405556,Gilbert,1,ug/l,10,Chlorophyll,Welschmeyer Fluorometric Method
2/18/1999,105.6455,2807,USGS,41.05277778,-112.7538889,Gilbert,1,ug/l,3.5,Chlorophyll,Welschmeyer Fluorometric Method
2/18/1999,123.9807,2820,USGS,41.05638889,-112.5052778,Gilbert,1,ug/l,7.5,Chlorophyll,Welschmeyer Fluorometric Method
2/18/1999,98.66069,2935,USGS,41.025,-112.6766667,Gilbert,1,ug/l,7.2,Chlorophyll,Welschmeyer Fluorometric Method
